TrustName,Sex_Desc,Age,Catchment,Patients,TrustCode
Kettering General Hospital NHS Foundation Trust,Male,35-39,"9,024",1798,RNQ
Kettering General Hospital NHS Foundation Trust,Male,40-44,"8,913",1841,RNQ
Kettering General Hospital NHS Foundation Trust,Male,45-49,"9,472",2336,RNQ
Kettering General Hospital NHS Foundation Trust,Male,50-54,"10,321",2964,RNQ
Kettering General Hospital NHS Foundation Trust,Male,55-59,"12,756",5979,RNQ
Kettering General Hospital NHS Foundation Trust,Male,60-64,"8,070",3438,RNQ
Kettering General Hospital NHS Foundation Trust,Male,65-69,"7,133",3694,RNQ
Kettering General Hospital NHS Foundation Trust,Male,70-74,"7,065",4236,RNQ
Kettering General Hospital NHS Foundation Trust,Male,75-79,"4,786",3570,RNQ
Kettering General Hospital NHS Foundation Trust,Male,80-84,"3,207",2861,RNQ
Kettering General Hospital NHS Foundation Trust,Male,85-89,"1,749",1930,RNQ
Kettering General Hospital NHS Foundation Trust,Male,90+,842,1207,RNQ
Kettering General Hospital NHS Foundation Trust,Female,00-04,"8,778",6281,RNQ
Kettering General Hospital NHS Foundation Trust,Female,05-Sep,"9,182",1155,RNQ
Kettering General Hospital NHS Foundation Trust,Female,Oct-14,"9,103",981,RNQ
Kettering General Hospital NHS Foundation Trust,Female,15-19,"7,749",1808,RNQ
Kettering General Hospital NHS Foundation Trust,Female,20-24,"6,939",3347,RNQ
Kettering General Hospital NHS Foundation Trust,Female,25-29,"8,527",4964,RNQ
Kettering General Hospital NHS Foundation Trust,Female,30-34,"9,890",5207,RNQ
Kettering General Hospital NHS Foundation Trust,Female,35-39,"9,987",3783,RNQ
Kettering General Hospital NHS Foundation Trust,Female,40-44,"9,280",2604,RNQ
Kettering General Hospital NHS Foundation Trust,Female,45-49,"9,933",2760,RNQ
Kettering General Hospital NHS Foundation Trust,Female,50-54,"10,553",3287,RNQ
Kettering General Hospital NHS Foundation Trust,Female,55-59,"12,649",5749,RNQ
Kettering General Hospital NHS Foundation Trust,Female,60-64,"8,360",3231,RNQ
Kettering General Hospital NHS Foundation Trust,Female,65-69,"7,843",3413,RNQ
Kettering General Hospital NHS Foundation Trust,Female,70-74,"8,057",4003,RNQ
Kettering General Hospital NHS Foundation Trust,Female,75-79,"5,490",3603,RNQ
Kettering General Hospital NHS Foundation Trust,Female,80-84,"3,878",3047,RNQ
Kettering General Hospital NHS Foundation Trust,Female,85-89,"2,494",2575,RNQ
Kettering General Hospital NHS Foundation Trust,Female,90+,"1,777",2332,RNQ
Northampton General Hospital NHS Trust,Male,00-04,"11,888",9453,RNS
Northampton General Hospital NHS Trust,Male,05-Sep,"11,745",1752,RNS
Northampton General Hospital NHS Trust,Male,Oct-14,"10,903",1312,RNS
Northampton General Hospital NHS Trust,Male,15-19,"9,617",1514,RNS
Northampton General Hospital NHS Trust,Male,20-24,"10,080",1818,RNS
Northampton General Hospital NHS Trust,Male,25-29,"11,180",2181,RNS
Northampton General Hospital NHS Trust,Male,30-34,"11,171",2385,RNS
Northampton General Hospital NHS Trust,Male,35-39,"11,865",2539,RNS
Northampton General Hospital NHS Trust,Male,40-44,"11,503",2584,RNS
Northampton General Hospital NHS Trust,Male,45-49,"12,193",3041,RNS
Northampton General Hospital NHS Trust,Male,50-54,"12,174",3662,RNS
Northampton General Hospital NHS Trust,Male,55-59,"10,679",4034,RNS
Northampton General Hospital NHS Trust,Male,60-64,"9,517",4025,RNS
Northampton General Hospital NHS Trust,Male,65-69,"8,329",4190,RNS
Northampton General Hospital NHS Trust,Male,70-74,"8,452",5020,RNS
Northampton General Hospital NHS Trust,Male,75-79,"5,806",4032,RNS
Northampton General Hospital NHS Trust,Male,80-84,"3,693",3216,RNS
Northampton General Hospital NHS Trust,Male,85-89,"2,201",2293,RNS
Northampton General Hospital NHS Trust,Male,90+,"1,009",1372,RNS
Northampton General Hospital NHS Trust,Female,00-04,"11,718",8579,RNS
Northampton General Hospital NHS Trust,Female,05-Sep,"11,418",1434,RNS
Northampton General Hospital NHS Trust,Female,Oct-14,"10,718",1129,RNS
Northampton General Hospital NHS Trust,Female,15-19,"9,896",2172,RNS
Northampton General Hospital NHS Trust,Female,20-24,"9,773",4300,RNS
Northampton General Hospital NHS Trust,Female,25-29,"10,439",6575,RNS
Northampton General Hospital NHS Trust,Female,30-34,"12,052",7268,RNS
Northampton General Hospital NHS Trust,Female,35-39,"13,071",5278,RNS
Northampton General Hospital NHS Trust,Female,40-44,"11,503",3311,RNS
Northampton General Hospital NHS Trust,Female,45-49,"12,358",3448,RNS
Northampton General Hospital NHS Trust,Female,50-54,"12,504",3908,RNS
Northampton General Hospital NHS Trust,Female,55-59,"11,247",3892,RNS
Northampton General Hospital NHS Trust,Female,60-64,"9,960",3854,RNS
Northampton General Hospital NHS Trust,Female,65-69,"8,927",3899,RNS
Northampton General Hospital NHS Trust,Female,70-74,"9,431",4630,RNS
Northampton General Hospital NHS Trust,Female,75-79,"6,451",4112,RNS
Northampton General Hospital NHS Trust,Female,80-84,"4,643",3561,RNS
Northampton General Hospital NHS Trust,Female,85-89,"3,099",3034,RNS
Northampton General Hospital NHS Trust,Female,90+,"2,060",2577,RNS
Salisbury NHS Foundation Trust,Male,00-04,"6,523",4745,RNZ
Salisbury NHS Foundation Trust,Male,05-Sep,"7,620",1257,RNZ
Salisbury NHS Foundation Trust,Male,Oct-14,"6,812",860,RNZ
Salisbury NHS Foundation Trust,Male,15-19,"6,444",976,RNZ
Salisbury NHS Foundation Trust,Male,20-24,"6,658",1192,RNZ
Salisbury NHS Foundation Trust,Male,25-29,"7,053",1397,RNZ
Salisbury NHS Foundation Trust,Male,30-34,"7,359",1437,RNZ
Salisbury NHS Foundation Trust,Male,35-39,"7,044",1489,RNZ
Salisbury NHS Foundation Trust,Male,40-44,"6,573",1427,RNZ
Salisbury NHS Foundation Trust,Male,45-49,"7,137",1727,RNZ
Salisbury NHS Foundation Trust,Male,50-54,"8,125",2255,RNZ
Salisbury NHS Foundation Trust,Male,55-59,"8,004",3467,RNZ
Salisbury NHS Foundation Trust,Male,60-64,"7,091",2747,RNZ
Salisbury NHS Foundation Trust,Male,65-69,"5,977",2841,RNZ
Salisbury NHS Foundation Trust,Male,70-74,"6,253",3520,RNZ
Salisbury NHS Foundation Trust,Male,75-79,"4,442",3061,RNZ
Salisbury NHS Foundation Trust,Male,80-84,"3,141",2564,RNZ
Salisbury NHS Foundation Trust,Male,85-89,"1,827",1802,RNZ
Salisbury NHS Foundation Trust,Male,90+,908,1149,RNZ
Salisbury NHS Foundation Trust,Female,00-04,"6,119",4221,RNZ
Salisbury NHS Foundation Trust,Female,05-Sep,"7,469",994,RNZ
Salisbury NHS Foundation Trust,Female,Oct-14,"6,400",749,RNZ
Salisbury NHS Foundation Trust,Female,15-19,"5,575",1232,RNZ
Salisbury NHS Foundation Trust,Female,20-24,"4,757",2053,RNZ
Salisbury NHS Foundation Trust,Female,25-29,"5,912",3322,RNZ
Salisbury NHS Foundation Trust,Female,30-34,"6,667",3805,RNZ
Salisbury NHS Foundation Trust,Female,35-39,"6,888",2740,RNZ
Salisbury NHS Foundation Trust,Female,40-44,"6,589",1931,RNZ
Salisbury NHS Foundation Trust,Female,45-49,"7,462",2134,RNZ
Salisbury NHS Foundation Trust,Female,50-54,"8,222",2442,RNZ
Salisbury NHS Foundation Trust,Female,55-59,"8,316",3465,RNZ
Salisbury NHS Foundation Trust,Female,60-64,"7,410",2658,RNZ
Salisbury NHS Foundation Trust,Female,65-69,"6,589",2636,RNZ
Salisbury NHS Foundation Trust,Female,70-74,"6,916",3347,RNZ
Salisbury NHS Foundation Trust,Female,75-79,"5,346",3056,RNZ
Salisbury NHS Foundation Trust,Female,80-84,"3,893",2779,RNZ
Salisbury NHS Foundation Trust,Female,85-89,"2,681",2354,RNZ
Salisbury NHS Foundation Trust,Female,90+,"1,915",1943,RNZ
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,00-04,"13,073",8258,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,05-Sep,"34,933",4953,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,Oct-14,"35,468",4254,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,15-19,"16,633",2398,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,20-24,847,142,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,25-29,504,80,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,30-34,513,88,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,35-39,460,78,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,40-44,335,67,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,45-49,207,48,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,50-54,98,28,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,55-59,61,25,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,60-64,56,25,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,65-69,18,10,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,70-74,9,0,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,75-79,2,0,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Male,80-84,2,0,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,00-04,"11,494",6503,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,05-Sep,"34,589",3920,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,Oct-14,"37,264",4012,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,15-19,"12,357",2391,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,20-24,413,123,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,25-29,186,77,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,30-34,158,86,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,35-39,155,67,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,40-44,222,62,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,45-49,139,37,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,50-54,112,38,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,55-59,49,18,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,60-64,27,13,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,65-69,28,12,RP4
Great Ormond Street Hospital For Children NHS Foundation Trust,Female,70-74,19,11,RP4
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,00-04,"11,575",9070,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,05-Sep,"10,291",1902,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,Oct-14,"9,127",1131,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,15-19,"9,027",1373,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,20-24,"10,679",2096,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,25-29,"12,858",2586,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,30-34,"12,808",2810,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,35-39,"12,734",2910,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,40-44,"11,650",2951,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,45-49,"12,733",3537,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,50-54,"14,027",4450,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,55-59,"13,632",5033,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,60-64,"12,105",5278,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,65-69,"10,441",5263,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,70-74,"10,135",5898,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,75-79,"7,327",5003,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,80-84,"4,841",4226,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,85-89,"2,720",2879,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Male,90+,"1,235",1621,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,00-04,"11,143",8218,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,05-Sep,"10,037",1596,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,Oct-14,"10,052",1213,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,15-19,"9,677",2380,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,20-24,"10,166",5098,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,25-29,"13,017",7254,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,30-34,"13,741",6867,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,35-39,"12,881",4852,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,40-44,"11,494",3638,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,45-49,"13,294",4367,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,50-54,"14,625",5156,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,55-59,"14,196",5186,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,60-64,"12,776",5134,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,65-69,"11,056",4953,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,70-74,"11,508",6013,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,75-79,"8,328",5272,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,80-84,"6,520",4912,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,85-89,"4,230",4020,RP5
Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,Female,90+,"2,539",2995,RP5
Moorfields Eye Hospital NHS Foundation Trust,Male,00-04,673,429,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,05-Sep,"2,247",331,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,Oct-14,"2,519",303,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,15-19,"4,179",598,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,20-24,"4,852",729,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,25-29,"5,818",939,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,30-34,"5,977",997,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,35-39,"4,919",890,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,40-44,"5,073",1045,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,45-49,"5,038",1287,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,50-54,"5,823",1792,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,55-59,"5,956",2626,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,60-64,"6,622",3150,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,65-69,"6,066",3533,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,70-74,"5,825",3957,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,75-79,"4,128",3444,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,80-84,"2,985",2929,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,85-89,"1,429",1630,RP6
Moorfields Eye Hospital NHS Foundation Trust,Male,90+,521,615,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,00-04,609,351,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,05-Sep,"2,796",334,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,Oct-14,"2,247",242,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,15-19,"2,400",445,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,20-24,"1,620",522,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,25-29,"1,805",690,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,30-34,"1,365",687,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,35-39,"1,879",832,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,40-44,"2,661",848,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,45-49,"3,894",1156,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,50-54,"5,059",1698,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,55-59,"5,842",2470,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,60-64,"7,590",3224,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,65-69,"8,539",4248,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,70-74,"8,267",4848,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,75-79,"6,319",4545,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,80-84,"4,230",3628,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,85-89,"2,027",2048,RP6
Moorfields Eye Hospital NHS Foundation Trust,Female,90+,727,881,RP6
Medway NHS Foundation Trust,Male,00-04,"12,445",8263,RPA
Medway NHS Foundation Trust,Male,05-Sep,"12,076",1991,RPA
Medway NHS Foundation Trust,Male,Oct-14,"10,787",1435,RPA
Medway NHS Foundation Trust,Male,15-19,"8,787",1349,RPA
Medway NHS Foundation Trust,Male,20-24,"8,651",1466,RPA
Medway NHS Foundation Trust,Male,25-29,"9,694",1833,RPA
Medway NHS Foundation Trust,Male,30-34,"10,413",2033,RPA
Medway NHS Foundation Trust,Male,35-39,"9,840",2132,RPA
Medway NHS Foundation Trust,Male,40-44,"9,373",2113,RPA
Medway NHS Foundation Trust,Male,45-49,"9,530",2397,RPA
Medway NHS Foundation Trust,Male,50-54,"10,594",3107,RPA
Medway NHS Foundation Trust,Male,55-59,"9,548",3571,RPA
Medway NHS Foundation Trust,Male,60-64,"8,567",3652,RPA
Medway NHS Foundation Trust,Male,65-69,"7,282",3664,RPA
Medway NHS Foundation Trust,Male,70-74,"7,230",4291,RPA
Medway NHS Foundation Trust,Male,75-79,"4,795",3325,RPA
Medway NHS Foundation Trust,Male,80-84,"3,245",2742,RPA
Medway NHS Foundation Trust,Male,85-89,"1,701",1896,RPA
Medway NHS Foundation Trust,Male,90+,753,980,RPA
Medway NHS Foundation Trust,Female,00-04,"11,815",7148,RPA
Medway NHS Foundation Trust,Female,05-Sep,"11,388",1547,RPA
Medway NHS Foundation Trust,Female,Oct-14,"9,857",1166,RPA
Medway NHS Foundation Trust,Female,15-19,"9,371",2107,RPA
Medway NHS Foundation Trust,Female,20-24,"9,544",3917,RPA
Medway NHS Foundation Trust,Female,25-29,"12,143",6155,RPA
Medway NHS Foundation Trust,Female,30-34,"12,762",6343,RPA
Medway NHS Foundation Trust,Female,35-39,"11,900",4504,RPA
Medway NHS Foundation Trust,Female,40-44,"10,424",3056,RPA
Medway NHS Foundation Trust,Female,45-49,"10,003",3029,RPA
Medway NHS Foundation Trust,Female,50-54,"11,187",3591,RPA
Medway NHS Foundation Trust,Female,55-59,"10,129",3887,RPA
Medway NHS Foundation Trust,Female,60-64,"9,077",3575,RPA
Medway NHS Foundation Trust,Female,65-69,"7,900",3491,RPA
Medway NHS Foundation Trust,Female,70-74,"8,278",4316,RPA
Medway NHS Foundation Trust,Female,75-79,"5,704",3523,RPA
Medway NHS Foundation Trust,Female,80-84,"4,354",3279,RPA
Medway NHS Foundation Trust,Female,85-89,"2,767",2551,RPA
Medway NHS Foundation Trust,Female,90+,"1,794",2037,RPA
